20250701 110700;22843.75;22844;22838.75;22841.25;155
20250701 110800;22841;22845.5;22835;22845;212
20250701 110900;22845.25;22847;22841;22842.5;125
20250701 111000;22843;22843;22840;22840.75;62
20250701 111100;22840.75;22843;22835.75;22843;120
20250701 111200;22843;22844.25;22840.25;22840.25;52
20250701 111300;22839.75;22842;22838.5;22838.5;39
20250701 111400;22838.75;22841.25;22837.25;22840.25;66
20250701 111500;22840.75;22841.5;22838.75;22838.75;20
20250701 111600;22839.5;22841;22838;22841;87
20250701 111700;22841.25;22845.5;22841;22843.5;92
20250701 111800;22843.5;22843.5;22835.25;22835.25;74
20250701 111900;22835;22835;22830;22830.75;110
20250701 112000;22830.25;22832.25;22829.75;22832;77
20250701 112100;22832.25;22832.75;22829.5;22830.5;76
20250701 112200;22830;22839.5;22830;22834.75;96
20250701 112300;22834.75;22836.5;22834.5;22835.75;44
20250701 112400;22835.75;22838.5;22834.75;22835.25;72
20250701 112500;22835.25;22838;22834.25;22838;98
20250701 112600;22837.75;22839.25;22836.25;22838.25;53
20250701 112700;22839;22841;22835.75;22838;85
20250701 112800;22837.75;22838;22835.5;22836.75;74
20250701 112900;22836.25;22837.25;22834.5;22836.75;32
20250701 113000;22837.75;22840.75;22837.5;22840;38
20250701 113100;22839.75;22842.75;22839.75;22840.5;85
20250701 113200;22840.5;22842.25;22837.75;22840;65
20250701 113300;22840.5;22841.25;22839.25;22841;24
20250701 113400;22841;22842.75;22840.5;22841;50
20250701 113500;22841.25;22843.25;22840.5;22842.25;32
20250701 113600;22843;22845;22841.75;22844.5;81
20250701 113700;22844;22844;22841.25;22842;33
20250701 113800;22842.25;22843;22839.5;22840;81
20250701 113900;22840;22840.5;22838.5;22840.5;36
20250701 114000;22840;22842;22838.5;22839;78
20250701 114100;22839;22839;22836;22836.5;51
20250701 114200;22837.25;22839.25;22836;22836.75;38
20250701 114300;22836.5;22836.5;22834.5;22834.75;93
20250701 114400;22834.5;22835.25;22830.5;22831.25;97
20250701 114500;22831.25;22835;22830;22834.5;63
20250701 114600;22834;22835.25;22831.25;22834.5;76
20250701 114700;22834.25;22834.25;22829.25;22831.25;56
20250701 114800;22829.75;22834.25;22828.25;22832.25;103
20250701 114900;22832.75;22834.25;22832.25;22833.25;42
20250701 115000;22833;22834.5;22833;22833;37
20250701 115100;22833.25;22833.25;22827.75;22828.25;87
20250701 115200;22827.5;22829.25;22824.5;22827.25;102
20250701 115300;22827.25;22827.25;22822.25;22823.25;120
20250701 115400;22823.25;22827;22822.75;22826;88
20250701 115500;22826.25;22826.5;22821.75;22822.5;148
20250701 115600;22823;22824.75;22821.75;22824.25;84
20250701 115700;22824.25;22826.75;22816.25;22816.25;267
20250701 115800;22816.25;22817.75;22808.75;22815.5;606
20250701 115900;22814.5;22823.5;22814.5;22822;243
20250701 120000;22823.75;22831.5;22822.75;22826;292
20250701 120100;22825.75;22833.5;22825.5;22833;179
20250701 120200;22833.25;22833.25;22823.5;22826;143
20250701 120300;22825.5;22829.25;22822.5;22826.25;65
20250701 120400;22827.25;22827.25;22821;22825.5;60
20250701 120500;22825.5;22827.75;22823;22826.5;62
20250701 120600;22825.75;22830;22824;22825.75;66
20250701 120700;22826.25;22827.75;22823;22823.5;43
